timestamp,accWrtEarthX,accWrtEarthY,accWrtEarthZ,lat,long,speed,accLiX,accLiY,accLiZ,accX,accY,accZ,magX,magY,magZ,anomalyStatus,
2022-04-15 10:34:01.12,0.0,0.0,0.0,40.4296363,-86.9102813,6.8924737,0.0,0.0,0.0,-4.983651,8.746365,1.6648064,26.19375,-31.050001,11.19375,0,
2022-04-15 10:34:01.318,-0.229174,0.5760776,0.15348333,40.4296363,-86.9102813,6.8924737,-0.06118107,0.08228302,0.6304202,-4.829314,8.389834,1.6007984,26.325,-30.91875,10.762501,0,
2022-04-15 10:34:01.519,-0.12523529,0.5355252,-0.37203008,40.4296363,-86.9102813,6.8924737,-0.34465313,-0.291749,0.48679996,-4.0295134,8.782856,1.2496517,26.475,-30.768751,10.70625,0,
2022-04-15 10:34:01.718,-0.34973428,0.073494,0.17858088,40.4296786,-86.9103146,4.7110467,0.29407883,0.035787582,0.26803625,-5.159524,8.430512,1.4117653,26.531252,-30.91875,10.70625,0,
2022-04-15 10:34:01.917,-0.26838398,0.24032065,-0.036969747,40.4296786,-86.9103146,4.7110467,0.0633688,-0.11809254,0.33643615,-5.0273204,8.297112,1.3256238,27.093752,-30.91875,11.175,0,
2022-04-15 10:34:02.117,-0.045893945,0.18507864,-0.2397021,40.4296786,-86.9103146,4.7110467,-0.17478609,-0.1848383,0.17059338,-4.910072,8.944371,0.573081,26.400002,-31.2,10.6125,0,
2022-04-15 10:34:02.317,0.03866434,-0.034498163,0.10667263,40.4296786,-86.9103146,4.7110467,0.026062489,0.10871315,-0.03957653,-5.3718867,8.606983,0.9499506,26.062502,-30.91875,11.306251,0,
2022-04-15 10:34:02.517,0.6649035,-0.23749179,-0.092210256,40.4296786,-86.9103146,4.7110467,-0.40641928,0.06099224,-0.581468,-6.6017976,9.401401,0.79800636,25.987501,-30.6375,10.181251,0,
2022-04-15 10:34:02.717,0.4305902,0.8641195,0.40379578,40.4297039,-86.9103331,4.6465545,-0.6806555,0.6094246,0.5103641,-5.2893343,8.12124,0.5288138,25.29375,-30.712502,11.925,0,
2022-04-15 10:34:02.917,0.10109453,0.42788756,-0.3593507,40.4297039,-86.9103331,4.6465545,-0.4467759,-0.14237404,0.32025266,-4.35733,8.170293,0.24765715,26.56875,-30.73125,12.243751,0,
2022-04-15 10:34:03.117,-0.45950034,-0.2538283,-0.6511451,40.4297039,-86.9103331,4.6465545,0.17860651,-0.8169751,-0.014515042,-5.2079782,8.781659,0.47976094,26.19375,-30.825,11.775001,0,
2022-04-15 10:34:03.318,-0.03654614,0.31893235,-0.13988148,40.4297039,-86.9103331,4.6465545,-0.18258238,-0.08090782,0.28764197,-5.1696935,8.250452,0.13878371,26.04375,-31.331251,12.712501,0,
2022-04-15 10:34:03.517,-0.050738275,0.41986454,-0.14062324,40.4297039,-86.9103331,4.6465545,-0.22023726,-0.044879913,0.3848595,-5.4029937,8.246863,-0.43669012,25.987501,-30.69375,14.025001,0,
2022-04-15 10:34:03.717,0.053128023,0.05669023,-0.4964159,40.4297232,-86.9103851,2.597687,-0.22644472,-0.44754696,0.029826611,-5.9150577,8.666803,-0.2739782,25.518751,-29.75625,14.156251,0,
2022-04-15 10:34:03.916,0.5801531,0.20757237,-0.7353822,40.4297232,-86.9103851,2.597687,-0.9318943,-0.22179508,-0.053204745,-4.482953,8.904889,-0.30149564,25.275002,-29.550001,13.500001,0,
2022-04-15 10:34:04.116,0.35150695,0.12345956,-0.13570423,40.4297232,-86.9103851,2.597687,-0.3770442,0.11708927,-0.03664428,-3.9050865,8.26122,-0.13160525,24.187502,-29.587502,12.58125,0,
2022-04-15 10:34:04.316,-0.7581775,-0.03890425,0.3977227,40.4297232,-86.9103851,2.597687,0.77329016,-0.035460472,0.36782467,-5.2259245,8.445468,0.049052864,25.85625,-28.425001,10.481251,0,
2022-04-15 10:34:04.516,-0.29609826,-0.026457794,-0.25259474,40.4297232,-86.9103851,2.597687,0.04962015,-0.36525822,0.12768152,-5.2366924,8.598608,0.148355,25.968752,-28.125002,8.90625,0,
2022-04-15 10:34:04.716,0.12176756,0.30109847,-0.38607696,40.4297451,-86.9104156,1.8802887,-0.4445939,-0.14409924,0.19003883,-4.9722853,8.020741,0.041874398,26.062502,-28.593752,8.925,0,
2022-04-15 10:34:04.915,-0.12280382,0.13551642,-0.3957478,40.4297451,-86.9104156,1.8802887,-0.26199818,-0.3052454,0.16805965,-5.1649075,8.647661,0.2847459,26.868752,-28.087502,7.36875,0,
2022-04-15 10:34:05.116,-0.099718764,0.3130023,-0.47450507,40.4297451,-86.9104156,1.8802887,-0.43194675,-0.21623325,0.3158077,-5.0644093,8.993423,0.1268196,27.6,-27.91875,6.6562505,0,
2022-04-15 10:34:05.315,-0.1450918,0.07036215,-0.09385091,40.4297451,-86.9104156,1.8802887,-0.0674386,-0.09836483,0.1434812,-5.2666025,8.342576,-0.72741807,28.425001,-27.806252,4.4812503,0,
2022-04-15 10:34:05.515,0.077310786,-0.23493248,-0.01429818,40.4297451,-86.9104156,1.8802887,-0.04540348,-0.059880257,-0.23606682,-5.211568,8.056634,-1.099502,28.462502,-27.862501,3.8812501,0,
2022-04-15 10:34:05.715,0.23541662,-0.7383524,-0.10928922,40.4297608,-86.9104175,2.2688136,-0.21712923,-0.20395851,-0.72373015,-5.7224355,8.182257,-1.0911272,29.268751,-27.300001,3.1875002,0,
2022-04-15 10:34:05.915,0.27973455,-0.88754964,-0.2447556,40.4297608,-86.9104175,2.2688136,-0.39024162,-0.24800205,-0.8438646,-6.007181,7.8436728,-1.052842,30.750002,-27.16875,2.7562501,0,
2022-04-15 10:34:06.115,0.11623603,-1.085513,-0.5613606,40.4297608,-86.9104175,2.2688136,-0.79321,-0.3479166,-0.869912,-6.501299,8.319844,-0.99900347,32.325,-27.056252,1.0125,0,
2022-04-15 10:34:06.315,-0.15684524,-0.9942944,-0.7917392,40.4297608,-86.9104175,2.2688136,-1.0067387,-0.45322037,-0.64895403,-5.956932,8.282756,-0.8315059,32.8875,-26.681252,0.20625001,0,
2022-04-15 10:34:06.514,-0.33083707,-0.8868846,-0.79554564,40.4297608,-86.9104175,2.2688136,-0.98947287,-0.54578686,-0.50196683,-5.380262,8.323434,-0.7692925,33.393753,-25.5375,-0.3,0,
2022-04-15 10:34:06.715,-0.17232446,-0.4482599,-0.360561,40.4297851,-86.9104062,3.2717755,-0.5018878,-0.22589397,-0.24024463,-5.2977095,8.382058,-1.2311072,33.46875,-25.35,-0.58125,0,
2022-04-15 10:34:06.914,-0.05549591,-0.007888939,0.0878607,40.4297851,-86.9104062,3.2717755,0.09023571,-0.04485035,0.026598811,-5.473582,8.612965,0.40797627,33.5625,-24.6375,-0.4875,0,
2022-04-15 10:34:07.115,-0.40827268,0.3194753,-0.22493465,40.4297851,-86.9104062,3.2717755,-0.24535513,-0.20356083,0.46659458,-4.90409,8.646464,0.53240305,34.78125,-24.431252,-1.6125001,0,
2022-04-15 10:34:07.315,-0.49341118,0.63821584,-0.3246263,40.4297851,-86.9104062,3.2717755,-0.34939814,-0.15777206,0.78050315,-3.946961,8.633304,0.14596218,35.643753,-24.562502,-2.23125,0,
2022-04-15 10:34:07.515,-0.3198249,0.8546381,0.47738826,40.4297851,-86.9104062,3.2717755,0.44710302,0.1708231,0.91187286,-4.9639106,8.208578,0.31226337,35.100002,-24.337502,-1.1812501,0,
2022-04-15 10:34:07.714,-0.3364357,0.48864818,0.28971872,40.4298191,-86.9103975,4.1422353,0.2937994,-0.05394745,0.5887908,-5.3742795,8.577073,-0.13519448,36.318752,-23.41875,-1.2375001,0,
2022-04-15 10:34:07.914,-0.46852297,0.416291,-0.42536256,40.4298191,-86.9103975,4.1422353,-0.4380908,-0.16051292,0.5967054,-5.4819565,8.52443,0.16151553,37.350002,-22.612501,-0.99375004,0,
2022-04-15 10:34:08.114,-0.5010983,0.47720933,-0.32986447,40.4298191,-86.9103975,4.1422353,-0.33203363,-0.1328144,0.67805076,-5.2139606,8.188239,-0.19142582,36.75,-22.743752,-1.1812501,0,
2022-04-15 10:34:08.314,-0.21914063,0.21106733,-0.087638415,40.4298191,-86.9103975,4.1422353,-0.091647625,-0.06464863,0.2960976,-4.9878387,8.130812,-0.1794617,37.21875,-22.556252,-1.9875001,0,
2022-04-15 10:34:08.514,-0.088412076,-0.017677115,-0.103482485,40.4298191,-86.9103975,4.1422353,-0.10919094,-0.07693195,0.031569153,-4.76411,8.6141615,-0.40677986,37.8375,-22.331251,-0.3375,0,
2022-04-15 10:34:08.714,0.16904491,0.011142857,0.1327442,40.4298586,-86.910395,4.4018598,0.1480565,0.13896275,-0.07134414,-4.3094735,8.737391,-0.4881358,37.8375,-21.993752,-1.25625,0,
2022-04-15 10:34:08.913,0.29039776,-0.0541102,0.4488225,40.4298586,-86.910395,4.4018598,0.470551,0.15168571,-0.21041286,-4.715057,8.652447,-0.53240305,37.725002,-21.6375,-1.9125,0,
2022-04-15 10:34:09.114,0.32558966,0.031038344,0.51090395,40.4298586,-86.910395,4.4018598,0.5381241,0.23893166,-0.14604446,-4.935197,8.520842,-0.18783657,38.23125,-21.69375,-1.7625,0,
2022-04-15 10:34:09.314,0.09436951,0.0315234,0.17000636,40.4298586,-86.910395,4.4018598,0.1748724,0.089240074,-0.016041875,-5.026124,8.236095,0.35174492,38.41875,-20.98125,-2.3625002,0,
2022-04-15 10:34:09.513,-0.16931456,0.13004485,0.011466164,40.4298586,-86.910395,4.4018598,0.004170418,-0.06558895,0.2034484,-5.8935223,8.428718,-0.12203395,38.8125,-20.550001,-2.5500002,0,
2022-04-15 10:34:09.713,-0.401236,0.2144892,-0.34791067,40.4299025,-86.9103957,4.7710896,-0.37777805,-0.17947865,0.39129132,-5.0368915,8.554341,-0.08255238,39.43125,-21.675001,-3.35625,0,
2022-04-15 10:34:09.912,-0.30990177,0.25100422,-0.45082524,40.4299025,-86.9103957,4.7710896,-0.4625888,-0.07718754,0.3772789,-4.8083773,8.6345005,-0.1591227,38.90625,-22.0125,-3.075,0,
2022-04-15 10:34:10.112,-0.11646399,0.39646557,0.3687151,40.4299025,-86.9103957,4.7710896,0.359663,0.119132996,0.40391764,-5.6147585,8.49811,0.25004998,39.61875,-21.31875,-1.10625,0,
2022-04-15 10:34:10.313,-0.1519054,0.2380714,0.10284427,40.4299025,-86.9103957,4.7710896,0.08412218,0.016224861,0.28808054,-5.7786665,8.157132,0.6412765,39.80625,-20.362501,-1.9125,0,
2022-04-15 10:34:10.512,-0.119394384,0.17573074,-0.13004662,40.4299025,-86.9103957,4.7710896,-0.13095713,-0.013863564,0.21143904,-4.5726843,8.4813595,-0.0071784677,40.0875,-19.518751,-1.5375,0,
2022-04-15 10:34:10.714,0.040950883,0.1051871,0.15272513,40.4299521,-86.910396,5.027501,0.15680552,0.07993221,0.0713382,-5.0333023,8.22772,0.18903299,39.675003,-19.6875,-2.25,0,
2022-04-15 10:34:10.912,0.0107407905,0.096508935,0.0868583,40.4299521,-86.910396,5.027501,0.0916605,0.04933834,0.078344,-4.989035,8.62134,0.02213361,39.768753,-19.48125,-2.3812501,0,
2022-04-15 10:34:11.114,-0.05597359,0.06977745,-0.1012707,40.4299521,-86.910396,5.027501,-0.10277605,-0.0054473877,0.08755056,-4.9429736,8.496913,0.08793623,39.9375,-19.368752,-2.23125,0,
2022-04-15 10:34:11.314,0.01689297,0.037182167,0.052898712,40.4299521,-86.910396,5.027501,0.054967403,0.029332161,0.024173714,-4.942375,8.495118,0.098703936,40.143753,-19.40625,-2.2125,0,
2022-04-15 10:34:11.514,-0.009149261,-0.011447154,0.08916468,40.4299521,-86.910396,5.027501,0.087433815,-0.021938324,-0.006254833,-4.7336016,8.747561,-0.060418773,40.425003,-19.331251,-2.30625,0,
2022-04-15 10:34:11.712,0.067796364,0.054499395,0.032453593,40.4300003,-86.9103988,5.443964,0.034148693,0.08060455,0.030927982,-3.1286156,9.223733,0.33379877,40.3875,-19.48125,-2.15625,0,
2022-04-15 10:34:11.911,0.45527864,0.5178666,0.9437129,40.4300003,-86.9103988,5.443964,0.9921906,0.55678463,0.26759526,-4.2041893,8.714062,-0.010169496,40.331253,-19.6875,-2.2125,0,
2022-04-15 10:34:12.111,0.47235936,0.4814296,1.3529247,40.4300003,-86.9103988,5.443964,1.4396563,0.440094,0.13787603,-4.77069,8.585149,-0.38763726,40.21875,-20.118752,-2.30625,0,
2022-04-15 10:34:12.312,0.33362523,-0.21815628,0.10790745,40.4300003,-86.9103988,5.443964,0.11538887,0.12001419,-0.37792057,-5.8920264,8.155637,-0.5937191,40.18125,-20.23125,-2.3812501,0,
