timestamp,accWrtEarthX,accWrtEarthY,accWrtEarthZ,lat,long,speed,accLiX,accLiY,accLiZ,accX,accY,accZ,magX,magY,magZ,anomalyStatus,
2022-04-15 10:16:45.929,0.0,0.0,0.0,40.4296746,-86.9103404,0.7371706,0.0,0.0,0.0,-1.0863415,5.1122656,8.252846,28.275002,9.056251,-2.8500001,0,
2022-04-15 10:16:46.127,0.017790899,-0.075035214,0.008755675,40.4296746,-86.9103404,0.7371706,0.069143414,-0.009152412,-0.03404236,-1.1246266,5.0644093,8.143971,27.4125,8.925,-3.5812502,0,
2022-04-15 10:16:46.326,0.09648928,-0.06729804,-0.098120786,40.4296746,-86.9103404,0.7371706,0.030963778,0.077507496,-0.12845516,-1.0301101,5.078766,8.1738825,27.056252,8.306251,-3.3750002,0,
2022-04-15 10:16:46.53,0.06302289,-0.05913236,-0.05694764,40.4296746,-86.9103404,0.7371706,0.033147693,0.044908047,-0.08715534,-1.1724831,5.2773705,8.001599,27.656252,8.587501,-2.9625,0,
2022-04-15 10:16:46.726,0.03889865,0.022113312,0.012913845,40.4296698,-86.9103437,0.72866464,0.001568675,0.042741776,0.018426895,-1.0600204,5.221139,8.170293,27.73125,8.475,-3.43125,0,
2022-04-15 10:16:46.927,0.01923805,0.06400028,-0.08685529,40.4296698,-86.9103437,0.72866464,-0.09271073,0.04290676,-0.03966999,-1.1676974,5.2893343,8.082955,28.275002,8.00625,-3.1875002,0,
2022-04-15 10:16:47.126,-0.062951684,-0.046520136,0.11645923,40.4296698,-86.9103437,0.72866464,0.08666909,-0.08707762,0.06779194,-0.11964113,6.4343,8.897711,28.031252,6.7125,-3.2812502,0,
2022-04-15 10:16:47.326,0.45956454,0.35768974,-0.18154883,40.4296698,-86.9103437,0.72866464,-0.27395946,0.5298977,0.12749958,0.33499518,6.971489,7.426125,29.737501,4.1625004,-5.49375,0,
2022-04-15 10:16:47.526,0.70486784,0.75002563,0.9682318,40.4296698,-86.9103437,0.72866464,0.6041031,0.8163967,0.9825506,-1.5314065,6.9535427,4.031906,35.53125,-0.0375,-6.6375003,0,
2022-04-15 10:16:47.725,-0.56566316,-1.1072197,1.4612044,40.4296657,-86.9103476,0.7059383,1.6751977,-0.83116674,-0.42883873,-3.1202407,9.162118,2.7792635,41.86875,-1.0875001,-2.6625001,0,
2022-04-15 10:16:47.925,-0.27733877,-1.4597644,-0.89443827,40.4296657,-86.9103476,0.7059383,-0.11305761,-0.8023486,-1.533396,-3.0592237,8.467003,4.063013,41.30625,-7.8187504,-0.5625,0,
2022-04-15 10:16:48.125,-0.7538407,0.0473451,0.1090408,40.4296657,-86.9103476,0.7059383,0.10554719,-0.7160964,0.24181175,-2.329413,9.538987,1.9585253,38.7,-14.38125,-2.5500002,0,
2022-04-15 10:16:48.325,0.43144107,-0.8783938,-1.0866616,40.4296657,-86.9103476,0.7059383,-0.9140699,0.62650204,-0.95421267,0.7573284,7.978867,0.93679005,34.537502,-26.343752,-7.1625004,0,
2022-04-15 10:16:48.525,0.16653308,-0.15008558,-0.48552305,40.4296657,-86.9103476,0.7059383,-0.3240664,-0.20608044,-0.37216043,-3.9098723,7.1342006,3.1369905,30.2625,-37.575,-9.675,0,
