timestamp,accWrtEarthX,accWrtEarthY,accWrtEarthZ,lat,long,speed,accLiX,accLiY,accLiZ,accX,accY,accZ,magX,magY,magZ,anomalyStatus,
2022-04-15 10:46:45.906,0.0,0.0,0.0,40.505017,-86.9192959,1.7126343,0.0,0.0,0.0,-6.3960147,7.375876,0.5778667,52.875004,-15.356251,-3.3375,0,
2022-04-15 10:46:46.106,-0.177551,-0.028965048,-0.24334718,40.505017,-86.9192959,1.7126343,-0.25146008,-0.14225149,0.090075165,-6.3254266,7.645068,0.032303106,52.987503,-14.7375,-1.8000001,0,
2022-04-15 10:46:46.305,-0.110687844,0.060976975,-0.21891211,40.505017,-86.9192959,1.7126343,-0.22158003,-0.06338024,0.10381585,-6.401997,7.617551,0.6305088,53.100002,-14.306251,-0.3375,0,
2022-04-15 10:46:46.505,-0.110617846,0.0077889413,-0.13968061,40.505017,-86.9192959,1.7126343,-0.13491488,-0.09230232,0.07131553,-6.474978,7.268199,0.55513483,53.8875,-13.35,0.75,0,
2022-04-15 10:46:46.705,-0.2834671,0.047895126,-0.35634246,40.5050177,-86.9193205,2.2746217,-0.32768774,-0.25071096,0.19847488,-6.6484575,7.4548388,0.71306115,54.093754,-13.6125,3.15,0,
2022-04-15 10:46:46.905,-0.30972117,0.11459862,-0.35280716,40.5050177,-86.9193205,2.2746217,-0.3328843,-0.22451591,0.26891193,-6.454639,7.611569,0.52163535,54.825,-13.012501,3.6375,0,
2022-04-15 10:46:47.105,-0.3418628,0.3425926,-0.3042269,40.5050177,-86.9193205,2.2746217,-0.30282354,-0.0843606,0.4774673,-6.5144596,7.0468626,0.19142582,54.843754,-12.637501,5.925,0,
2022-04-15 10:46:47.305,-0.32844758,-0.10223059,-0.18005513,40.5050177,-86.9193205,2.2746217,-0.06839895,-0.35648346,0.1378037,-6.9523463,7.1916285,0.91166544,55.3875,-12.618751,7.8375,0,
2022-04-15 10:46:47.505,-0.29964167,0.16520025,-0.42300016,40.5050177,-86.9193205,2.2746217,-0.36249065,-0.29204988,0.28162524,-7.210771,6.7022963,1.1282159,55.65,-12.356251,10.181251,0,
2022-04-15 10:46:47.705,-0.34628826,0.3753165,-0.39788663,40.5050075,-86.9193527,3.116926,-0.40866566,-0.1838913,0.46719185,-7.442875,6.5228343,0.9559326,55.443752,-12.168751,11.83125,0,
2022-04-15 10:46:47.905,-0.67437136,0.4383608,-0.67095894,40.5050075,-86.9193527,3.116926,-0.53712225,-0.5313277,0.72547454,-7.9094753,6.8542404,1.0540384,55.068752,-12.806251,14.437501,0,
2022-04-15 10:46:48.105,-0.7323572,0.8451712,-0.9331274,40.5050075,-86.9193527,3.116926,-0.88186264,-0.5097208,1.041101,-7.0899334,7.159325,0.77407813,54.16875,-13.9875,15.843751,0,
2022-04-15 10:46:48.305,-0.65100247,0.66957164,-0.44820675,40.5050075,-86.9193527,3.116926,-0.38747692,-0.31460714,0.9076914,-6.5204415,7.37109,0.5240282,52.968754,-14.2875,17.98125,0,
2022-04-15 10:46:48.505,-0.5101816,0.3352927,0.13381231,40.5050075,-86.9193527,3.116926,0.18908453,-0.043121815,0.5941378,-6.983453,7.489535,0.076570325,52.406254,-15.1125,19.5,0,
2022-04-15 10:46:48.704,-0.3659674,0.3171678,0.12370586,40.5049817,-86.9193801,3.8227944,0.09378004,0.022642612,0.49043173,-6.9152575,7.207182,0.78364944,52.575,-14.887501,20.41875,0,
2022-04-15 10:46:48.904,-0.37120754,0.6262083,-0.29086152,40.5049817,-86.9193801,3.8227944,-0.2841692,-0.109520435,0.72234714,-5.9114685,7.8831544,0.04546363,49.66875,-17.306252,21.16875,0,
2022-04-15 10:46:49.104,-0.47064131,0.23418295,0.25141722,40.5049817,-86.9193801,3.8227944,0.3063426,0.00703001,0.4956413,-6.686743,7.7312098,0.45224348,49.593754,-17.625,22.0125,0,
2022-04-15 10:46:49.304,-0.20167059,0.27223134,0.31623098,40.5049817,-86.9193801,3.8227944,0.22170305,0.20650578,0.35069376,-6.2033925,7.8352976,0.3900301,49.143753,-17.71875,22.143751,0,
2022-04-15 10:46:49.504,-0.13224132,0.35249946,-0.06615391,40.5049817,-86.9193801,3.8227944,-0.08811569,0.027741909,0.3709258,-5.1792645,8.377272,-0.25004998,48.24375,-18.69375,22.59375,0,
2022-04-15 10:46:49.704,-0.36399382,-0.12723687,0.9213442,40.5049393,-86.9193908,4.668739,0.9323921,0.3383088,0.11725153,-6.1160545,7.9800634,-0.034695927,47.943752,-19.29375,23.53125,0,
2022-04-15 10:46:49.903,-0.27275202,0.19342214,0.80784154,40.5049393,-86.9193908,4.668739,0.72801495,0.42290497,0.23571038,-6.068198,7.8520474,-1.018146,47.04375,-19.3875,23.60625,0,
